,02708,0,ZS,A,,Rosenbach,GR,14626,
,02708,0,ZS,A,,SchÃ¶nbach,GR,14626,
,02724,0,,A,,Ebersbach-Neugersdorf,GR,14626,
,02725,0,,A,,Ebersbach-Neugersdorf,GR,14626,
,02727,0,ZS,A,,Ebersbach-Neugersdorf,GR,14626,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,02730,0,ZS,A,,Ebersbach-Neugersdorf,GR,14626,
,02733,0,ZS,A,,Cunewalde,BZ,14625,
,02733,0,ZS,A,,Czorneboh,BZ,14625,
,02736,0,ZS,A,,Oppach,GR,14626,
,02736,0,ZS,A,,Beiersdorf,GR,14626,
,02739,0,ZS,A,,Eibau,GR,14626,
,02739,0,ZS,A,,Eibau-Neueibau,GR,14626,
,02739,0,ZS,A,,Eibau-Walddorf,GR,14626,
,02742,0,ZS,A,,Neusalza-Spremberg,GR,14626,
,02742,0,ZS,A,,Friedersdorf,GR,14626,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,02745,0,,A,,Herrnhut,GR,14626,
,02747,0,ZS,A,,Herrnhut,GR,14626,
,02747,0,ZS,A,,Strahwalde,GR,14626,
,02747,0,ZS,A,,Rennersdorf,GR,14626,
,02747,0,ZS,A,,GroÃhennersdorf,GR,14626,
,02747,0,ZS,A,,Berthelsdorf,GR,14626,
,02748,0,ZS,A,,Bernstadt a. d. Eigen,GR,14626,
,02751,0,,A,,Zittau,GR,14626,
,02752,0,,A,,Zittau,GR,14626,
,02753,0,,A,,Zittau,GR,14626,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,02754,0,,A,,Zittau,GR,14626,
,02755,0,,A,,Zittau,GR,14626,
,02760,0,,A,,Zittau,GR,14626,
,02763,0,ZS,A,,Oberseifersdorf,GR,14626,
,02763,0,ZS,A,,Mittelherwigsdorf,GR,14626,
