"db_einfuegemarke","key_hochschule","ueberkey","kurz_hochschule","druck_hochschule","text_hochschule","bund_hochschule","key_von","key_bis","habil_recht","land_hochschule","art","betriebsnummer","haupt_neben_kz","plz","ort"
,"7092  ",,SRH HD S  ,SRH U HD in Stuttgart    ,SRH University of Applied Sciences Heidelberg in Stuttgart (Priv. FH)                                                                                                                                                                                          ,"7092","2025-01-01",,N,,,,,,
,"7110  ",,StFH Rottb,St.FH Forstwirt.Rottenbg ,St.FH Forstwirt.Rottenbg                                                                                                                                                                                                                                       ,"7110",,,N,,,,,,
,"7120  ",,FHRpf Schw,"FH Rechtspfl.,Schwetzingn","FH Rechtspfl.,Schwetzingn                                                                                                                                                                                                                                      ","7120",,,N,,,,,,
,"7130  ",,FH Fin Lbg,"FH f.Finanzen,Ludwigsburg","FH f.Finanzen,Ludwigsburg                                                                                                                                                                                                                                      ","7070",,"2015-12-31",N,,,,,,
,"7140  ",,StFH Vil-S,"St.FH Polizei,Villgn-Schw","St.FH Polizei,Villgn-Schw                                                                                                                                                                                                                                      ","7140",,,N,,,,,,
,"7180  ",,,FernHS Riedlingen        ,SRH Fernhochschule Riedlingen (Priv. FH)                                                                                                                                                                                                                       ,"7180",,,,,,,,,
,"7190  ",,,EH-Ludwigsburg LB        ,Evang. Hochschule Ludwigsburg in Ludwigsburg (FH)                                                                                                                                                                                                              ,"7190",,,N,,,,,,
,"7192  ",,EH LB RT  ,EH-Ludwigsburg Reutlingen,Evang. Hochschule Ludwigsburg in Reutlingen (FH)                                                                                                                                                                                                               ,"7192","2018-01-01",,N,,,,,,
,"7210  ",,HS Augsbg ,HS Augsburg              ,Technische Hochschule Augsburg (FH)                                                                                                                                                                                                                            ,"7210",,,N,,,,,,
,"7220  ",,HS Corburg,HS Corburg               ,Hochschule für angewandte Wissenschaften Coburg (FH)                                                                                                                                                                                                           ,"7220",,,N,,,,,,
,"7221  ",,FH Coburg ,"FH Coburg, Abt. Coburg   ","FH Coburg, Abt. Coburg                                                                                                                                                                                                                                         ","7220",,"2015-12-31",N,,,,,,
,"7222  ",,FH Coburg ,"FH Coburg, Abt.Münchberg ","FH Coburg, Abt.Münchberg                                                                                                                                                                                                                                       ","7532",,"2015-12-31",N,,,,,,
,"7240  ",,HS München,HS München               ,Hochschule für angewandte Wissenschaften München (FH)                                                                                                                                                                                                          ,"7240",,,N,,,,,,
,"7250  ",,FH Nürnbg ,Fachhochschule Nürnberg  ,Fachhochschule Nürnberg                                                                                                                                                                                                                                        ,"7250",,,N,,,,,,
,"7260  ",,FH Regensb,Fachhochschule Regensburg,Fachhochschule Regensburg                                                                                                                                                                                                                                      ,"7260",,,N,,,,,,
,"7300  ",,TH RO RO  ,TH Rosenheim in Rosenheim,TH Rosenheim in Rosenheim (FH)                                                                                                                                                                                                                                 ,"7300",,,N,,,,,,
,"7301  ",,TH RO MÜ  ,TH Rosenheim in Mühldorf ,TH Rosenheim in Mühldorf a. Inn                                                                                                                                                                                                                                ,"7301","2018-01-01",,N,,,,,,
,"7303  ",,TH RO BgHn,TH Rosenheim in Burghause,TH Rosenheim in Burghausen (FH)                                                                                                                                                                                                                                ,"7303","2018-01-01",,N,,,,,,
,"7311  ",,FH Weihnst,"FH Weihnst,Abt.Weihnsteph","FH Weihnst,Abt.Weihnsteph                                                                                                                                                                                                                                      ","7311",,,N,,,,,,
,"7312  ",,FH Weihnst,"FH Weihnst,Abt. Triesdorf","FH Weihnst,Abt. Triesdorf                                                                                                                                                                                                                                      ","7312",,,N,,,,,,
,"7313  ",,,HS Straubing             ,Hochschule für angewandte Wissenschaften Weihenstephan-Triesdorf in Straubing (FH)                                                                                                                                                                             ,"7313",,,,,,,,,
,"7351  ",,FHWS WÜ   ,FHWS in Würzburg         ,Technische Hochschule Würzburg-Schweinfurt in Würzburg (FH)                                                                                                                                                                                                    ,"7351",,,N,,,,,,
,"7352  ",,FHWS SW   ,FHWS in Schweinfurt      ,Technische Hochschule Würzburg-Schweinfurt in Schweinfurt (FH)                                                                                                                                                                                                 ,"7352",,,N,,,,,,
,"7370  ",,StifFH Nür,"Stiftungs-FH Nürnberg,Ev.","Stiftungs-FH Nürnberg,Ev.                                                                                                                                                                                                                                      ","7370",,,N,,,,,,
,"7381  ",,StiftFH M ,"StiftFH M,Kath.,Abt.Münch","StiftFH M,Kath.,Abt.Münch                                                                                                                                                                                                                                      ","7381",,,N,,,,,,
,"7382  ",,StiftFH M ,"StiftFH M,Kath.,Abt.Bendb",Kath. Stiftungshochschule München in Benediktbeuern                                                                                                                                                                                                            ,"7382",,,N,,,,,,
,"7440  ",,HS Kempten,HS Kempten               ,Hochschule für angewandte Wissenschaften Kempten (FH)                                                                                                                                                                                                          ,"7440",,,N,,,,,,
,"7450  ",,HS Landsht,HAW Landshut             ,Hochschule für angewandte Wissenschaften Landshut (FH)                                                                                                                                                                                                         ,"7450",,,N,,,,,,
,"7461  ",,BayBeamtFH,"Bay.BeamtFH,Abt.Fürstnfdb","Bay.BeamtFH,Abt.Fürstnfdb                                                                                                                                                                                                                                      ","7461",,,N,,,,,,
,"7462  ",,BayBeamtFH,"Herrsching, Finanzwesen  ",Hochschule für den öffentlichen Dienst in Bayern Standort Herrsching Finanzwesen                                                                                                                                                                               ,"7462",,,N,,,,,,
,"7463  ",,BayBeamtFH,"Bay.BeamtFH, Abt. Hof    ","Bay.BeamtFH, Abt. Hof                                                                                                                                                                                                                                          ","7463",,,N,,,,,,
,"7464  ",,BayBeamtFH,"München, Archivswesen    ",Hochschule für den öffentlichen Dienst in Bayern Standort München Archiv- u. Bibliothekswesen                                                                                                                                                                  ,"7464",,,N,,,,,,
,"7465  ",,BayBeamtFH,"Starnberg, Rechtspflege  ",Hochschule für den öffentlichen Dienst in Bayern Standort Starnberg Rechtspflege                                                                                                                                                                               ,"7465",,,N,,,,,,
,"7466  ",,BayBeamtFH,"Wasserburg, Sozialverwalt",Hochschule für den öffentlichen Dienst in Bayern Standort Wasserburg Sozialverwaltung                                                                                                                                                                          ,"7466",,,N,,,,,,
,"7467  ",,,"Bayern, Verw, München    ","Hochschule für den öffentlichen Dienst in Bayern, Zentralverwaltung München                                                                                                                                                                                    ","7467",,,,,,,,,
,"746A  ",,,"Sulzb-Rosenberg, Polizei ",Hochschule für den öffentlichen Dienst in Bayern Standort Sulzbach-Rosenberg (Polizei)                                                                                                                                                                         ,"746A",,,,,,,,,
,"746B  ",,,"Kaufbeuren, Finanzwesen  ",Hochschule für den öffentlichen Dienst in Bayern Standort Kaufbeuren (Finanzwesen)                                                                                                                                                                             ,"746B",,,,,,,,,
,"746C  ",,FHVR-sozB ,FHVR-soz.Dorfen          ,Hochschule für den öffentlichen Dienst in Bayern Standort Dorfen (Sozialverwaltung)                                                                                                                                                                            ,"746C",,,N,,,,,,
,"7521  ",,,"TH Deggendorf, Deggendorf",Technische Hochschule Deggendorf in Deggendorf (FH)                                                                                                                                                                                                            ,"7521",,,,,,,,,
,"7522  ",,,"TH Deggendorf, Rottal-Inn",Technische Hochschule Deggendorf im Landkreis Rottal-Inn (FH)                                                                                                                                                                                                  ,"7522",,,,,,,,,
,"7523  ",,THD Cham  ,TH Deg Cham              ,Technische Hochschule Deggendorf in Cham (FH)                                                                                                                                                                                                                  ,"7523",,,N,,,,,,
,"7531  ",,HS Hof HO ,HS Hof in Hof            ,Hochschule für angewandte Wissenschaften Hof in Hof (FH)                                                                                                                                                                                                       ,"7531",,,N,,,,,,
,"7532  ",,HS Hof MÜB,HS Hof in Münchberg      ,Hochschule für angewandte Wissenschaften Hof in Münchberg (FH)                                                                                                                                                                                                 ,"7532",,,N,,,,,,
,"7540  ",,,Technische HS Ingolstadt ,Technische Hochschule Ingolstadt in Ingolstadt (FH)                                                                                                                                                                                                            ,"7540",,,,,,,,,
,"7541  ",,THI in ND ,THI in Neuburg           ,Technische Hochschule Ingolstadt in Neuburg a. d. Donau (FH)                                                                                                                                                                                                   ,"7541",,,N,,,,,,
,"7551  ",,,Ostbayerische HS Amberg  ,Ostbayerische Technische Hochschule Amberg-Weiden (FH) in Amberg                                                                                                                                                                                               ,"7551",,,,,,,,,
,"7552  ",,,Ostbayerische HS Weiden  ,Ostbayerische Technische Hochschule Amberg-Weiden (FH) in Weiden                                                                                                                                                                                               ,"7552",,,,,,,,,
,"7560  ",,HS Ansbach,HS Ansbach               ,Hochschule für angewandte Wissenschaften Ansbach in Ansbach (FH)                                                                                                                                                                                               ,"7560",,,N,,,,,,
,"7561  ",,FH AN WB  ,HS Ansbach in Weißenburg ,Hochschule für angewandte Wissenschaften Ansbach in Weißenburg (FH)                                                                                                                                                                                            ,"7561",,,N,,,,,,
,"7562  ",,FH AN RO  ,HS Ansbach in Rothenburg ,Hochschule für angewandte Wissenschaften Ansbach in Rothenburg (FH)                                                                                                                                                                                            ,"7562",,,N,,,,,,
,"7563  ",,HS Feuchtw,HS Feuchtwangen          ,Hochschule für angewandte Wissenschaften Ansbach in Feuchtwangen (FH)                                                                                                                                                                                          ,"7563","2024-01-01",,N,,,,,,
,"7570  ",,HS Neu-Ulm,HS Neu-Ulm               ,Hochschule für angewandte Wissenschaften Neu-Ulm (FH)                                                                                                                                                                                                          ,"7570",,,N,,,,,,
,"7580  ",,,Munich Business School   ,"Munich Business School, München (Priv. FH)                                                                                                                                                                                                                     ","7580",,,,,,,,,
,"7590  ",,TH AschBg ,TH Aschaffenburg (FH)    ,TH Aschaffenburg (FH)                                                                                                                                                                                                                                          ,"7590",,,N,,,,,,
,"7600  ",,,Wirt. und Medien Calw    ,SRH Hochschule für Wirtschaft und Medien Calw (Priv. FH)                                                                                                                                                                                                       ,"7090",,"2017-12-31",,,,,,,
,"7610  ",,HdSaarld  ,"H d.Saarlandes,Saarbrück ","H d.Saarlandes,Saarbrück                                                                                                                                                                                                                                       ","7610",,,N,,,,,,
,"7620  ",,KathFH SB ,"Kath.FH Sozw.,Saarbrücken","Kath.FH Sozw.,Saarbrücken                                                                                                                                                                                                                                      ","7620",,,N,,,,,,
,"7630  ",,FH Vw SB  ,"FH f.Verwalt.,Saarbrücken","FH f.Verwalt.,Saarbrücken                                                                                                                                                                                                                                      ","7630",,,N,,,,,,
,"7670  ",,,accadis HS Bad Homburg   ,accadis Hochschule Bad Homburg (Priv. FH)                                                                                                                                                                                                                      ,"7670",,,,,,,,,
,"7680  ",,,Theol. Seminar Reutlingen,Theologisches Seminar Reutlingen (ev.)                                                                                                                                                                                                                         ,"7680",,,,,,,,,
,"7690  ",,,H für Tech. Wirt. Berlin ,H für Technik und Wirtschaft Berlin (FH)                                                                                                                                                                                                                       ,"7690",,,,,,,,,
,"7700  ",,,Kath. Sozialwesen Berlin ,Katholische Hochschule für Sozialwesen Berlin (FH)                                                                                                                                                                                                             ,"7700",,,,,,,,,
,"7710  ",,TFH Berlin,Technische FH Berlin     ,"Berliner Hochschule für Technik, Berlin (FH)                                                                                                                                                                                                                   ","7710",,,N,,,,,,
,"7720  ",,FHWirt Ber,FH für Wirtschaft Berlin ,FH für Wirtschaft Berlin                                                                                                                                                                                                                                       ,"7720",,,N,,,,,,
,"7721  ",,,Wirt. und Recht Berlin   ,"H für Wirtschaft und Recht Berlin, FB Wirtschaft (FH)                                                                                                                                                                                                          ","7721",,,,,,,,,
,"7722  ",,,HS  Wirt. Recht Berlin   ,"H für Wirtschaft und Recht Berlin, FB Duales Studium (FH)                                                                                                                                                                                                      ","7722",,,,,,,,,
,"7723  ",,,"Berlin, Verw.  Polizei   ","H für Wirtschaft und Recht Berlin, FB Verwaltung, Recht, Polizei (FH)                                                                                                                                                                                          ","7723",,,,,,,,,
,"7730  ",,FH Soz Ber,FH Sozarb.-päd. Berlin   ,Alice-Salomon-Hochschule Berlin (FH)                                                                                                                                                                                                                           ,"7730",,,N,,,,,,
,"7740  ",,FHdDBP Ber,FH der DBP Berlin        ,FH der DBP Berlin                                                                                                                                                                                                                                              ,"7690",,"2015-12-31",N,,,,,,
,"7750  ",,EvFH Soz B,"Ev.FH Sozarb.-päd.,Berlin","Ev.FH Sozarb.-päd.,Berlin                                                                                                                                                                                                                                      ","7750",,,N,,,,,,
,"7760  ",,FH VwRpf b,"FH Verw.,Rechtspf.,Berlin","FH Verw.,Rechtspf.,Berlin                                                                                                                                                                                                                                      ","7723",,"2015-12-31",N,,,,,,
,"7780  ",,,FH Neubrandenburg        ,FH Neubrandenburg                                                                                                                                                                                                                                              ,"7780",,,,,,,,,
,"7790  ",,,FH Stralsund             ,Hochschule Stralsund FH                                                                                                                                                                                                                                        ,"7790",,,,,,,,,
,"7810  ",,,FH Erfurt                ,FH Erfurt                                                                                                                                                                                                                                                      ,"7810",,,,,,,,,
,"7820  ",,,HS Jena (FH)             ,Ernst-Abbe-Hochschule Jena (FH)                                                                                                                                                                                                                                ,"7820",,,,,,,,,
,"7830  ",,,FH Schmalkalden          ,Hochschule Schmalkalden FH                                                                                                                                                                                                                                     ,"7830",,,,,,,,,
,"7840  ",,,FH Wismar                ,Hochschule Wismar FH                                                                                                                                                                                                                                           ,"7840",,,,,,,,,
,"7850  ",,,Königs Wusterhausen VerwH,FH für Finanzen Brandenburg in Königs Wusterhausen (VerwFH)                                                                                                                                                                                                    ,"7850",,,,,,,,,
,"7860  ",,,Thüringer öff Verw Gotha ,Thüringer FH für öffentliche Verwaltung Gotha                                                                                                                                                                                                                  ,"7860",,,,,,,,,
,"7880  ",,,FH Nordhausen            ,Hochschule Nordhausen FH                                                                                                                                                                                                                                       ,"7880",,,,,,,,,
,"7890  ",,,Polizei Oranienburg      ,Hochschule der Polizei Brandenburg in Oranienburg (VerwFH)                                                                                                                                                                                                     ,"7890",,,,,,,,,
,"7900  ",,,VerwFH Güstrow           ,VerwFH Güstrow                                                                                                                                                                                                                                                 ,"7900",,,,,,,,,
,"7910  ",,,Technische HS Brandenburg,Technische Hochschule Brandenburg (FH)                                                                                                                                                                                                                         ,"7910",,,,,,,,,
,"7920  ",,,nach Entwick Eberswalde  ,Hochschule für nachhaltige Entwicklung Eberswalde (FH)                                                                                                                                                                                                         ,"7920",,,,,,,,,
,"7940  ",,,Technische HS Wildau (FH),Technische Hochschule Wildau (FH)                                                                                                                                                                                                                              ,"7940",,,,,,,,,
,"7950  ",,,FH Potsdam               ,FH Potsdam                                                                                                                                                                                                                                                     ,"7950",,,,,,,,,
,"7960  ",,,Steinbeis-H Berlin       ,Steinbeis-H Berlin (Priv. H)                                                                                                                                                                                                                                   ,"7960",,,,,,,,,
,"7961  ",,SteinbsHS ,"Steinbeis HS, Magdeburg  ",Steinbeis Hochschule in Magdeburg (Priv. FH)                                                                                                                                                                                                                   ,"7961",,,N,,,,,,
,"7971  ",,,SRH HS Berlin in Berlin  ,SRH University of Applied Sciences Heidelberg in Berlin (Priv. FH)                                                                                                                                                                                             ,"7971",,,,,,,,,
,"7972  ",,,SRH HS Berlin in Dresden ,SRH University of Applied Sciences Heidelberg in Dresden (Priv. FH)                                                                                                                                                                                            ,"7972",,,,,,,,,
,"7973  ",,SRH B HH  ,SRH Berlin in Hamburg    ,SRH Berlin University of Applied Sciences in Hamburg (Priv. FH)                                                                                                                                                                                                ,"7973",,,N,,,,,,
,"7974  ",,SRH HD HEI,SRH U HD in  Heide       ,SRH University of Applied Sciences Heidelberg in Heide (Priv. FH)                                                                                                                                                                                              ,"7974","2025-01-01",,N,,,,,,
,"7975  ",,SRH HD HB ,SRH HD in Bremen         ,SRH University of Applied Sciences Heidelberg in Bremen (Priv. FH)                                                                                                                                                                                             ,"7975","2025-01-01",,N,,,,,,
,"7990  ",,,Norddeut. Akad. Hamburg  ,Norddeutsche Akademie für Finanzen und Steuerrecht Hamburg                                                                                                                                                                                                     ,"7990",,,,,,,,,
,"8000  ",,,H Merseburg (FH)         ,H Merseburg (FH)                                                                                                                                                                                                                                               ,"8000",,,,,,,,,
,"8011  ",,,"H Magdeburg (FH),        ","H Magdeburg-Stendal (FH), Abt. Magdeburg                                                                                                                                                                                                                       ","8011",,,,,,,,,
,"8012  ",,,H Stendal (FH)           ,"H Magdeburg-Stendal (FH), Abt. Stendal                                                                                                                                                                                                                         ","8012",,,,,,,,,
,"8021  ",,,H Harz (FH) Wernigerode  ,"H Harz (FH), Abt. Wernigerode                                                                                                                                                                                                                                  ","8021",,,,,,,,,
,"8022  ",,,H Harz (FH) Halberstadt  ,"H Harz (FH), Abt. Halberstadt                                                                                                                                                                                                                                  ","8022",,,,,,,,,
,"8031  ",,,H Anhalt (FH) Bernburg   ,"H Anhalt (FH), Abt. Bernburg                                                                                                                                                                                                                                   ","8031",,,,,,,,,
,"8032  ",,,H Anhalt (FH) Dessau     ,"H Anhalt (FH), Abt. Dessau                                                                                                                                                                                                                                     ","8032",,,,,,,,,
,"8033  ",,,H Anhalt (FH) Köthen     ,"H Anhalt (FH), Abt. Köthen                                                                                                                                                                                                                                     ","8033",,,,,,,,,
,"8060  ",,,Polizei Aschersleben     ,"FH Polizei Sachsen-Anhalt, Aschersleben                                                                                                                                                                                                                        ","8060",,,,,,,,,
,"8071  ",,,AMD Idstein in Hamburg   ,"AMD Akademie Mode und Design, Idstein in Hamburg (Priv. FH)                                                                                                                                                                                                    ","6285",,"2018-12-31",,,,,,,
,"8072  ",,,AMD Idstein in Berlin    ,"AMD Akademie Mode und Design, Idstein in Berlin (Priv. FH)                                                                                                                                                                                                     ","6287",,"2018-12-31",,,,,,,
,"8073  ",,,AMD Idstein Düsseldorf   ,"AMD Akademie Mode und Design, Idstein in Düsseldorf (Priv. FH)                                                                                                                                                                                                 ","6288",,"2018-12-31",,,,,,,
,"8074  ",,,AMD Idstein in München   ,"AMD Akademie Mode und Design, Idstein in München (Priv. FH)                                                                                                                                                                                                    ","6284",,"2018-12-31",,,,,,,
,"8080  ",,,"SRH Logistik Wirt., Hamm ",SRH Hochschule Nordrhein-Westfalen Hamm in Hamm (Priv. FH)                                                                                                                                                                                                     ,"8080",,,,,,,,,
,"8081  ",,SRH LEV   ,SRH Hamm in Leverkusen   ,SRH Hochschule Nordrhein-Westfalen Hamm in Leverkusen (Priv. FH)                                                                                                                                                                                               ,"8081",,,N,,,,,,
,"8090  ",,,HSBA Hamburg             ,"HSBA School of Business Administration, Hamburg (Priv. FH)                                                                                                                                                                                                     ","8090",,,,,,,,,
,"8101  ",,,"Ökonom Managem, Essen    ",Priv. FH für Ökonomie und Management Essen in Essen                                                                                                                                                                                                            ,"8101",,,,,,,,,
,"8102  ",,,"Ökonom Managem, Duisburg ",Priv. FH für Ökonomie und Management Essen in Duisburg                                                                                                                                                                                                         ,"8102",,,,,,,,,
,"8103  ",,,"Ökonom Managem, Neuss    ",Priv. FH für Ökonomie und Management Essen in Neuss                                                                                                                                                                                                            ,"8103",,,,,,,,,
,"8104  ",,,"Ökonom Managem, Köln     ",Priv. FH für Ökonomie und Management Essen in Köln                                                                                                                                                                                                             ,"8104",,,,,,,,,
,"8105  ",,,"Ökonom Managem, Güterslo ",Priv. FH für Ökonomie und Management Essen in Gütersloh                                                                                                                                                                                                        ,"8105",,,,,,,,,
,"8106  ",,,"Ökonom Managem, Siegen   ",Priv. FH für Ökonomie und Management Essen in Siegen                                                                                                                                                                                                           ,"8106",,,,,,,,,
,"8107  ",,,"Ökonom Managem, Marl     ",Priv. FH für Ökonomie und Management Essen in Marl                                                                                                                                                                                                             ,"8107",,,,,,,,,
,"8108  ",,,"Ökonom Managem, Düsseld  ",Priv. FH für Ökonomie und Management Essen in Düsseldorf                                                                                                                                                                                                       ,"8108",,,,,,,,,
,"8109  ",,,"Ökonom Managem, Dortmund ",Priv. FH für Ökonomie und Management Essen in Dortmund                                                                                                                                                                                                         ,"8109",,,,,,,,,
,"810A  ",,,"Ökonom Managem, Bonn     ",Priv. FH für Ökonomie und Management Essen in Bonn                                                                                                                                                                                                             ,"810A",,,,,,,,,
,"810B  ",,,"Ökonom Managem, Aachen   ",Priv. FH für Ökonomie und Management Essen in Aachen                                                                                                                                                                                                           ,"810B",,,,,,,,,
,"810C  ",,,"Ökonom Managem, Wupperta ",Priv. FH für Ökonomie und Management Essen in Wuppertal                                                                                                                                                                                                        ,"810C",,,,,,,,,
,"810D  ",,,"Ökonom Managem, Bochum   ",Priv. FH für Ökonomie und Management Essen in Bochum                                                                                                                                                                                                           ,"810D",,,,,,,,,
,"810E  ",,,"Ökonom Managem, Bönen    ",Priv. FH für Ökonomie und Management Essen in Bönen                                                                                                                                                                                                            ,"810E",,,,,,,,,
,"810F  ",,,"Ökonom Managem, Hagen    ",Priv. FH für Ökonomie und Management Essen in Hagen                                                                                                                                                                                                            ,"810F",,,,,,,,,
,"810G  ",,,"Ökonom Managem, Münster  ",Priv. FH für Ökonomie und Management Essen in Münster                                                                                                                                                                                                          ,"810G",,,,,,,,,
,"810H  ",,,"Ökonom Managem, Wesel    ",Priv. FH für Ökonomie und Management Essen in Wesel                                                                                                                                                                                                            ,"810H",,,,,,,,,
,"810J  ",,,"Ökonom Managem, Bremen   ",Priv. FH für Ökonomie und Management Essen in Bremen                                                                                                                                                                                                           ,"810J",,,,,,,,,
,"810K  ",,,"Ökonom Managem, Leipzig  ",Priv. FH für Ökonomie und Management Essen in Leipzig                                                                                                                                                                                                          ,"810K",,,,,,,,,
,"810L  ",,,"Ökonom Managem,Frankfurt ",Priv. FH für Ökonomie und Management Essen in Frankfurt                                                                                                                                                                                                        ,"810L",,,,,,,,,
,"810M  ",,,"Ökonom Managem, Kassel   ",Priv. FH für Ökonomie und Management Essen in Kassel                                                                                                                                                                                                           ,"810M",,,,,,,,,
,"810N  ",,,"Ökonom Managem, Augsburg ",Priv. FH für Ökonomie und Management Essen in Augsburg                                                                                                                                                                                                         ,"810N",,,,,,,,,
,"810P  ",,,"Ökonom Managem, München  ",Priv. FH für Ökonomie und Management Essen in München                                                                                                                                                                                                          ,"810P",,,,,,,,,
,"810Q  ",,,"Ökonom Managem, Nürnberg ",Priv. FH für Ökonomie und Management Essen in Nürnberg                                                                                                                                                                                                         ,"810Q",,,,,,,,,
,"810R  ",,,"Ökonom Managem, Hannover ",Priv. FH für Ökonomie und Management Essen in Hannover                                                                                                                                                                                                         ,"810R",,,,,,,,,
,"810S  ",,,"Ökonom Managem, Berlin   ",Priv. FH für Ökonomie und Management Essen in Berlin                                                                                                                                                                                                           ,"810S",,,,,,,,,
,"810T  ",,,"Ökonom Managem, Mannheim ",Priv. FH für Ökonomie und Management Essen in Mannheim                                                                                                                                                                                                         ,"810T",,,,,,,,,
,"810U  ",,,"Ökonom Managem, Stuttgart",Priv. FH für Ökonomie und Management Essen in Stuttgart                                                                                                                                                                                                        ,"810U",,,,,,,,,
,"810V  ",,,"Ökonom Managem, Hamburg  ",Priv. FH für Ökonomie und Management Essen in Hamburg                                                                                                                                                                                                          ,"810V",,,,,,,,,
,"810W  ",,FOM in KA ,H FOM Essen in Karlsruhe ,FOM H für Ökonomie und Management Essen in Karlsruhe (Priv. FH)                                                                                                                                                                                                ,"810W",,,N,,,,,,
,"810X  ",,FOM E SB  ,FOM Essen in Saarbrücken ,FOM H für Ökonomie und Management Essen in Saarbrücken (Priv. FH)                                                                                                                                                                                              ,"810X",,,N,,,,,,
,"810Y  ",,"FOM E, AR ","FOM Essen, Arnsberg      ",FOM H für Ökonomie und Management Essen in Arnsberg (Priv. FH)                                                                                                                                                                                                 ,"810Y",,,N,,,,,,
